grid.nam,latitude,longitude,elevation,all_flower_mid,all_fruit_mid,development_time,development_time_herb,development_time_WD,flower_herb_mid,flower_WD_mid,fruit_herb_mid,fruiting_WD_mid,all_flower_var,flower_herb_var,flower_WD_var,all_fruit_var,fruit_herb_var,fruit_WD_var,all_flower_range,flower_herb_range,flower_WD_range,all_fruit_range,fruit_herb_range,fruit_WD_range,annual_flower_mid,perennial_flower_mid,annual_fruit_mid,perennial_frui_mid,Area,MAT,TCQ,PET,MAP,PDM,TS,PS,daylength
146,52.92,121.07,669.348,195.15,219.38,24.3,20.3,59.2,198.9,155.2,219.7,216.2,0.17,0.16,0.12,0.16,0.16,0.22,94.6,97.9,60.5,95,98.3,66.5,206.5,197.9,225.2,218.9,8226,267.79931,245.6861,283.294,453.263,3.74467,163.987,101.114,16.66
147,52.77,122.48,663.878,194.64,219.3,24.7,20.8,59.4,198.3,154.7,219.7,215.8,0.17,0.16,0.11,0.16,0.15,0.23,93.5,96.6,61.1,93.8,97,65.6,205,197.4,224.9,218.9,10000,267.92567,245.5361,287.849,473.414,3.5639,166.219,99.75,16.63
148,52.6,123.89,610.191,195.08,220.39,25.9,21.6,56.6,199.4,157.6,220.9,216.2,0.17,0.15,0.12,0.15,0.14,0.23,94.7,98.6,61.7,94.6,98.3,67,203.8,198.7,222.2,220.7,10000,268.39858,246.2704,297.437,493.943,3.96774,164.561,98.7246,16.6
149,52.42,125.29,400.878,195.17,220.4,25.9,21.6,57.7,199.2,158.8,220.6,218.6,0.17,0.15,0.12,0.15,0.14,0.21,95.1,98.8,62.3,95.1,98.7,67.9,203,198.7,220.9,220.6,9847,269.72209,247.3049,335.734,497.413,4.07544,165.689,96.479,16.56
199,52.01,120.84,733.122,195.05,219.71,24.6,20.4,60.2,198.8,155.3,220,217.2,0.17,0.16,0.11,0.16,0.15,0.22,94.1,97.2,62.2,94.3,97.6,66.3,205.8,197.8,224.7,219.3,6990,267.937,245.8841,283.79,463.251,3.91473,162.235,103.668,16.49
200,51.86,122.23,902.457,194.83,219.87,24.9,21.1,58.7,198.3,156.3,220.2,217,0.17,0.16,0.12,0.16,0.15,0.23,93.6,96.6,61.1,94.2,97.5,64.9,205.2,197.4,225.6,219.4,10000,267.06401,245.083,257.947,504.978,4.00788,162.357,102.506,16.46
201,51.69,123.62,814.854,195.69,221.03,25.3,21.4,59.6,199.1,158.3,221.1,220.2,0.17,0.16,0.12,0.15,0.15,0.22,94.8,97.9,62.2,95.1,98.5,65.1,207.5,198,226,220.4,10000,267.74022,245.8311,273.134,525.648,4.01133,161.883,101.78,16.43
202,51.51,125.01,567.34,195.66,221.31,25.7,21.9,58.5,199.2,158.5,221.5,219.1,0.17,0.16,0.12,0.15,0.15,0.21,95.6,99,61.1,95.6,99.1,65.2,208.2,197.9,226.8,220.7,10000,269.38927,247.2353,319.213,514.736,3.8988,162.891,100.307,16.4
203,51.32,126.38,333.622,193.19,218.92,25.7,20.7,60.5,197.5,156.8,218.9,219.1,0.18,0.16,0.13,0.17,0.17,0.23,93.8,98.1,58.7,94.2,98.3,65.2,206.8,196.1,225.3,217.9,8519,270.8955,248.501,366.401,501.001,3.05169,163.82,98.9651,16.36
252,51.1,120.62,844.404,196.05,219.62,24.3,21,53.8,199.7,152.3,220.8,208.2,0.17,0.15,0.11,0.16,0.15,0.22,90.3,93,60.2,90.2,92.9,65.4,203,199.3,224.7,220.2,9974,268.15899,246.2772,285.447,465.362,3.92053,160.007,106.133,16.32
253,50.95,121.99,929.717,197.15,220.37,24,20.7,57.6,200.3,155.3,220.8,215.6,0.17,0.15,0.13,0.15,0.14,0.23,91.8,94.2,62.4,92.5,95.2,64.7,207.5,199.3,227.3,219.8,10000,267.37593,245.7598,258.59,502.842,4.01732,158.887,105.572,16.3
254,50.79,123.37,702.222,195.66,221.31,25.7,21.9,58.5,199.2,158.5,221.5,219.1,0.17,0.16,0.12,0.15,0.15,0.21,95.6,99,61.1,95.6,99.1,65.2,208.2,197.9,226.8,220.7,10000,269.05334,247.4702,293.548,511.789,3.96317,158.49,105.802,16.27
255,50.61,124.73,467.909,193.37,219.54,25.7,20.7,62,197.4,158,219.2,222.5,0.18,0.17,0.14,0.18,0.17,0.25,94.7,98.8,60.1,95.8,99.8,66.8,211.3,195.5,226.7,218,10000,270.6994,248.8315,342.319,504.435,3.39545,159.811,104.471,16.24
256,50.43,126.09,448.979,192.75,218.67,26.2,21.3,60.3,197,155.8,218.7,218.2,0.18,0.17,0.15,0.18,0.17,0.26,94,98.2,58.8,94.8,99,65.4,206.8,195.7,223.5,218,10000,271.14169,249.3498,354.41,525.542,3.21463,159.075,101.921,16.21
257,50.23,127.44,225.067,188.63,215.83,27.3,21.6,60.6,193.5,155.9,215.5,218.3,0.19,0.18,0.15,0.2,0.19,0.26,92.7,97.9,58.8,94.8,99.3,68.2,202.8,192.2,219.3,214.8,5092,272.496501,251.1557,385.874,544.639,3.68242,155.999,99.6497,16.18
305,50.2,120.4,752.422,198,220.84,23.6,20.5,56.5,201.1,155.2,221.4,214.2,0.17,0.15,0.12,0.15,0.14,0.24,92.1,94.4,62.5,92.7,95.1,66.4,208.2,200.1,227.6,220.4,10000,269.87278,248.2508,316.561,428.855,3.8168,157.844,108.655,16.17
306,50.05,121.76,893.568,197.98,221.39,23.7,20.4,57.8,201.1,156.4,221.7,217.3,0.17,0.15,0.14,0.15,0.14,0.24,92.5,94.8,63.1,93,95.9,63.4,208.3,200,227.5,220.8,10000,268.72829,247.899,276.891,490.512,4.00963,153.115,108.692,16.15
307,49.89,123.11,631.326,196.96,220.15,24.1,21,57,200.1,154.4,220.6,214.6,0.17,0.15,0.14,0.15,0.14,0.25,93.2,95.6,62.6,93.4,96.2,63.6,208.6,198.7,227,219.6,10000,270.42595,249.5646,315.289,508.365,3.68765,152.931,109.858,16.12
308,49.72,124.46,366.652,193.7,219.79,25.6,20.6,62,197.7,158,219.5,222.5,0.18,0.17,0.14,0.18,0.17,0.25,94.7,98.8,60.1,95.7,99.7,66.8,212.9,195.6,227.6,218.1,10000,272.0603,250.565,374.258,499.845,3.0435,156.39,108.706,16.09
309,49.54,125.8,377.178,193.36,219.07,25.8,21.1,60.3,197.6,155.8,219.2,218.2,0.19,0.17,0.15,0.18,0.17,0.26,94.2,98.4,58.8,95,99.1,65.4,208.5,196,224.5,218.3,10000,272.30135,250.746,382.351,515.851,3.13652,156.615,105.406,16.06
310,49.34,127.13,359.182,190.55,217.17,27.2,21.9,60.1,195.1,157.3,216.9,219.3,0.2,0.18,0.16,0.2,0.19,0.26,92.7,97.3,60,94.3,98.4,68,203.8,193.9,220.6,216.3,9807,272.177666,251.0917,369.847,565.343,3.99033,153.672,101.121,16.03
311,49.13,128.45,284.068,188.79,216.96,26.8,20.4,63.4,193.7,158,215.9,223.4,0.21,0.19,0.14,0.21,0.21,0.24,92.7,97.9,59.2,95.4,100,68.9,207.1,191.8,221.4,215,9297,272.604561,251.0006,400.695,618.416,5.02574,156.661,96.942,16
312,48.92,129.77,243.114,190.2,219.13,30,24.2,65.2,195.4,151.2,219.1,219.3,0.2,0.18,0.16,0.2,0.18,0.28,90.4,95.3,56,92.9,97.3,66,208.4,193.5,228.8,217.5,7526,272.499357,250.3637,407.865,636.739,5.79505,159.667,93.9048,15.97
315,48.19,133.66,53.4318,194.71,222.08,26.8,23.5,80.3,197.5,141.7,221.9,226.4,0.2,0.19,0.13,0.19,0.18,0.37,104.1,105.9,70.6,107.3,109.2,76.3,203.5,196.3,220.9,222.1,5123,274.97818,253.9544,467.674,637.964,8.21146,151.479,80.5526,15.86
356,49.55,117.49,686.372,200.87,221.63,19.4,18.3,42.2,201.7,174,221.7,220.2,0.19,0.18,0.3,0.15,0.14,0.32,95.1,95.9,74,95.2,96.2,71.6,209.2,199.8,227.5,220,5952,271.9554,250.344,377.553,303.747,1.47564,160.648,120.567,16.07
357,49.43,118.84,626.333,201.32,223.39,20.7,18.7,62.4,202.8,156.5,223.3,227,0.18,0.16,0.25,0.14,0.13,0.28,95.3,96.1,73.4,96.1,96.8,79.7,209.2,201.4,227.2,222.3,9691,271.87254,249.8566,377.794,338.143,2.59816,161.288,114.658,16.05
358,49.3,120.19,720.933,197.37,219.72,23.2,20.3,55.8,200.2,156.8,220,215.7,0.17,0.16,0.14,0.15,0.15,0.24,92.6,94.7,64.2,93,95.2,67.6,207.8,198.9,225.4,219.1,10000,271.46302,250.24,342.711,395.808,3.49761,155.107,109.278,16.03
359,49.15,121.53,863.822,196.92,219.92,23.9,20.8,57.9,200,154.3,220.3,215.5,0.17,0.16,0.14,0.15,0.14,0.25,92.6,94.9,62.6,92.6,95.3,63.6,209.5,198.5,227.6,219.1,10000,270.59569,251.0255,304.157,483.814,3.89554,144.72,110.879,16
360,49,122.87,598.318,196.19,219.84,24.5,21.2,58.5,199.4,153.1,220.2,215.2,0.18,0.16,0.15,0.16,0.15,0.29,93.5,96.1,61.1,93.6,96.6,62.6,208.4,197.9,227.1,219,10000,272.002,252.2505,347.526,502.849,3.18324,145.412,113.118,15.98
361,48.83,124.2,306.955,193.38,219.58,25.8,20.4,63.5,197.5,158.1,219,223.9,0.19,0.17,0.15,0.18,0.17,0.25,94,98.1,60.2,95.5,99.5,66.7,212.4,195.3,228.4,217.5,10000,273.545271,252.6894,411.701,489.21,3,151.781,111.785,15.95
362,48.65,125.52,295.591,194.93,218.05,22.7,17.2,63.6,199.5,155.6,217.6,221.8,0.2,0.18,0.14,0.19,0.18,0.26,97.8,102.5,58.2,99.1,103.2,69,213.6,197.4,226.6,216.1,10000,273.684881,252.4153,427.644,498.512,3,154.205,109.39,15.93
363,48.46,126.83,335.159,192.1,216.72,24,18,62.8,196.8,157.3,216,221.9,0.2,0.18,0.14,0.19,0.19,0.24,95,99.9,58.7,97.7,102,69.1,210.3,194.9,223.5,214.8,10000,273.292286,252.1611,408.09,552.657,3.43908,153.21,104.602,15.9
364,48.25,128.14,430.167,190.65,218.93,29.2,23.5,64.9,195.7,151.4,218.9,219.2,0.2,0.18,0.16,0.19,0.18,0.28,90.6,95.4,55.6,93.2,97.6,66,209.2,193.6,229,217.1,10000,272.675393,251.5271,388.228,635.062,4.80107,153.082,100.737,15.87
365,48.04,129.44,442.089,191.11,219.82,29.6,24,65.3,196.1,151.6,219.8,220,0.2,0.18,0.16,0.2,0.18,0.28,90.6,95.3,56.1,93,97.2,66.4,209.5,194.1,230.4,218,10000,272.747063,251.5733,394.817,660.421,5.7345,153.067,97.703,15.84
366,47.81,130.73,198.405,191.15,219.22,28.5,23,64.1,195.6,158,218.4,224.8,0.2,0.18,0.14,0.21,0.2,0.25,92.2,96.7,58.9,94,97.7,69.1,208.7,193.7,226.7,217.1,7328,274.63324,254.0176,446.404,607.039,5.10901,149.449,92.4328,15.8
367,47.58,132.01,59.1333,191.54,219.04,28.3,23.2,62.9,196,156.2,218.6,222.4,0.2,0.18,0.15,0.21,0.2,0.28,93,97.5,57.9,94,97.9,67.8,209.3,194.1,227.4,217.3,6895,275.73598,255.282,485.387,559.979,5.28323,148.037,87.9401,15.77
368,47.33,133.29,79.7619,191.1,224,34.1,28.4,64.8,196.8,154.3,224.1,223,0.2,0.17,0.16,0.18,0.16,0.3,94.2,100,58.8,96.6,101.7,68.3,202.7,195.9,221.5,224.6,10000,275.44039,254.8271,475.958,605.196,7.31958,148.54,81.058,15.73
386,47.98,86.37,748.864,191.84,215.71,24.4,21.7,44.4,194.9,164.5,216.7,207.7,0.17,0.16,0.18,0.15,0.14,0.2,85.6,87.9,67,83.7,85.7,68.9,200.3,194,218.3,216.4,9925,277.3026,259.5906,483.61,197.117,7.24193,130.922,37.8149,15.83
387,48.14,87.69,1657.09,191.1,214.21,23.7,20.7,47.2,194.2,162.9,214.8,209.4,0.18,0.16,0.17,0.15,0.14,0.19,85.6,87.7,67.5,84.7,86.4,71.5,197.9,193.4,217.7,214.1,9724,273.603551,257.1225,328.428,214.732,6.19869,123.056,52.0183,15.85
409,48.65,117.32,583.348,201.21,221.69,19.2,18.1,42.2,202.1,174,221.7,220.2,0.19,0.18,0.3,0.15,0.14,0.32,97,97.9,74,96.9,98.1,71.6,208.8,200.3,226.9,220.2,10000,273.314901,252.405,416.354,266.875,1.56234,155.261,120.861,15.93
410,48.53,118.66,672.25,201.32,223.39,20.7,18.7,62.4,202.8,156.5,223.3,227,0.18,0.16,0.25,0.14,0.13,0.28,95.3,96.1,73.4,96.1,96.8,79.7,209.2,201.4,227.2,222.3,10000,272.350684,250.8236,388.265,306.735,2.52811,158.216,114.836,15.91
411,48.4,119.99,833.167,200.8,222.77,20.8,18.8,62.5,202.2,157.1,222.5,228.5,0.18,0.16,0.27,0.14,0.13,0.29,95.5,96.4,74.3,95.7,96.4,80.9,207.4,201.1,226.5,221.6,10000,271.4509,250.7708,340.985,395.791,3.95586,151.634,107.136,15.89
412,48.26,121.31,958.727,196.66,219.75,24,21,58.9,199.6,152.8,220,215.7,0.18,0.16,0.16,0.16,0.15,0.32,93.6,95.8,62.7,93.7,96.3,64.4,208.3,198.1,227.8,218.7,10000,271.10541,252.0377,307.32,487.701,3.97099,141.291,109.797,15.87
413,48.11,122.63,486.405,195.86,219.33,24.1,20.2,65.2,199.2,152,219.2,220.8,0.19,0.17,0.14,0.17,0.16,0.29,95.1,97.4,65.8,96.2,98.7,69.1,209.2,197.2,227.3,217.6,10000,274.04682,254.9499,401.464,467.945,2.84374,141.058,114.768,15.85
414,47.94,123.94,197.455,194.74,219.68,23.8,20.2,66,197.9,148.2,219.7,219.3,0.2,0.18,0.15,0.19,0.17,0.38,97.6,99.8,67.9,99.5,102.1,68.9,209.1,195.6,226.8,218.1,10000,275.55365,255.4705,472.11,449.629,2.20233,146.858,113.906,15.82
415,47.76,125.25,211.119,196.54,218.79,23.3,20.8,60.4,198.9,153.2,218.9,216.5,0.19,0.18,0.21,0.19,0.18,0.39,103.6,105.5,74.1,106.1,108.1,76.3,207.2,197.4,225.4,217.7,10000,275.22108,254.4795,473.29,470.756,2.47387,150.652,112.533,15.8
416,47.57,126.54,234.674,191.68,216.75,25.7,20.1,62.1,196.2,157.3,216,222,0.19,0.18,0.14,0.19,0.18,0.26,94.2,98.9,58.3,96.7,100.9,69.4,208.7,194.3,223.9,214.7,10000,274.81258,253.7526,463.016,528.86,3.04871,152.238,106.67,15.77
417,47.38,127.84,310.5,191.01,218.58,28.6,23,64.9,196,151.4,218.5,219.2,0.2,0.17,0.16,0.19,0.18,0.28,90.9,95.6,55.6,93.5,97.8,66,210.2,193.8,230,216.4,10000,274.17874,253.1522,438.302,610.203,4.37581,151.633,102.051,15.74
418,47.16,129.12,450.341,190.46,219.45,30.1,24.2,65.1,195.7,151.9,219.4,219.9,0.2,0.18,0.16,0.2,0.18,0.28,90.1,95,55.7,92.5,96.8,66.3,209.2,193.6,231.4,217.3,10000,273.44112,252.7293,408.72,656.612,5.28225,149.602,99.0236,15.71
419,46.94,130.39,159.14,191.53,219.7,29.4,24,64.5,196.5,151.9,219.7,219.5,0.2,0.18,0.16,0.2,0.19,0.28,91.1,95.8,56,93.1,97.3,66.1,209.7,194.5,229.7,218,10000,275.74009,255.67,474.26,572.261,5.01664,145.477,93.481,15.68
420,46.71,131.66,137.349,191.03,217.44,28.6,23,65.5,196,153.1,216.8,222.2,0.2,0.18,0.15,0.21,0.19,0.3,93.4,98.1,58.1,95.3,99.2,69.1,209.1,194.1,226,215.4,10000,276.2125,256.5619,487.449,549.186,4.99628,142.603,90.7048,15.65
421,46.47,132.92,116.19,192.84,225.8,34.1,28.9,64.8,198.3,154.3,226.2,223,0.2,0.18,0.16,0.18,0.16,0.3,94.6,100,58.8,96.3,100.9,68.3,205.2,197.2,227.2,226,10000,276.05663,256.151,482.188,580.423,6.22494,143.537,82.6144,15.61
436,46.55,82.77,620.238,191.99,214.85,22.4,19.7,49.2,194.6,162,215.2,211.5,0.17,0.16,0.16,0.15,0.14,0.18,87.3,88.8,70.9,86.5,87.8,74.2,199.8,193.6,222.1,213.7,5287,279.26748,261.8722,542.361,269.419,13.1874,127.335,28.7187,15.62
437,46.74,84.05,1311.07,191.55,214.45,22.7,20.1,48.3,194,161.9,214.8,210.4,0.17,0.16,0.15,0.15,0.14,0.18,86.4,88,68.4,86.1,87.5,71.9,200.5,192.8,220.7,213.5,8216,275.80021,258.4335,419.582,291.012,8.87849,127.961,48.2991,15.65
438,46.92,85.33,1750.76,190.13,213.73,24.5,22.3,44.1,192.7,162.6,214.5,206.7,0.16,0.15,0.16,0.14,0.14,0.18,85.4,86.9,69.6,83.4,85,68.5,202.2,191.3,219.9,213.5,7242,274.334,258.7007,321.365,241.396,4.70039,117.529,68.246,15.68
439,47.1,86.62,991.186,191.55,214.04,23,20.3,45.6,194.4,163.8,214.6,209.1,0.17,0.16,0.16,0.14,0.13,0.18,85,86.9,67.4,83.9,85.5,70.6,198.9,193.5,217.9,213.8,10000,277.03157,260.1243,469.19,165.977,4.24106,125.366,52.9124,15.7
440,47.26,87.92,606.429,191.4,214.24,23.5,20.6,46.3,194.5,163.4,214.8,209.4,0.17,0.16,0.16,0.14,0.14,0.19,86.1,88.1,67.9,85.1,86.8,71.7,198.2,193.7,218.1,214,10000,278.36453,259.2961,551.119,150.87,6.09918,138.547,33.8882,15.72
441,47.4,89.22,1575.44,191.28,214.34,23.8,21,46.5,194.2,163.7,214.9,209.8,0.17,0.16,0.18,0.15,0.14,0.2,87.2,89.1,69.4,85.5,87.2,71.7,197.4,193.5,218.6,214,9967,274.146077,256.0758,361.522,159.855,4.43891,131.883,51.7272,15.74
464,47.51,119.79,1044.8,195.09,219.43,24.1,20.9,58.5,197.7,157.8,219.3,220.6,0.17,0.16,0.18,0.16,0.15,0.24,92.8,94.9,65.3,92,94.3,66.8,207.6,196,225.7,218.1,8361,270.36206,250.2326,298.695,431.09,5.05119,147.991,102.313,15.76
465,47.37,121.09,912.651,195.24,219.91,25.1,21.6,61.9,198.2,154.9,219.7,221.9,0.18,0.16,0.16,0.17,0.16,0.28,91.8,94,64,91.2,93.6,65.4,207.6,196.7,228.3,218.4,10000,271.83254,252.7819,328.377,478.942,4.21317,140.848,108.652,15.74
466,47.22,122.39,365.767,194.89,219.51,24.5,21,67.7,197.6,151.3,219.1,225.7,0.19,0.18,0.17,0.18,0.17,0.37,97.5,99.2,71.9,99.5,101.7,73,209.7,195.3,227.4,217.3,10000,275.5834,256.6363,450.801,437.463,2.42319,139.939,116.597,15.72
467,47.06,123.69,149.643,195.67,220.04,24.7,21.3,69.7,198.2,151.6,219.6,227.3,0.19,0.17,0.19,0.18,0.17,0.36,99.1,100.6,75.5,101.8,103.5,78.8,210.7,195.6,229.2,217.3,10000,277.00105,257.4802,512.831,416.822,1.97777,143.354,115.41,15.69
468,46.88,124.98,154.442,197.35,219.54,22.8,20.8,57.2,199.3,158,219.7,214.9,0.19,0.18,0.21,0.19,0.18,0.38,103.2,104.9,72.9,105.5,107.1,77.2,209,197,227.3,217.9,10000,276.46716,256.2777,506.825,440.571,2.03278,147.059,113.966,15.67
469,46.7,126.26,169.326,199,220.76,21.2,18.7,70.8,200.8,155.2,220.3,231.5,0.19,0.18,0.18,0.19,0.18,0.31,102.2,103.7,70.2,105.1,106.4,80.1,213.6,198,229.8,218.2,10000,275.90728,255.1885,496.598,510.07,3.09376,149.964,107.914,15.64
470,46.5,127.54,204,190.63,217,27.5,21.2,65,195.2,157.7,215.5,226.9,0.2,0.18,0.17,0.21,0.19,0.26,93.8,98.8,59.4,96,100.4,69.4,210.6,193,226.4,213.7,10000,275.37182,254.5508,476.126,593.111,4.40823,149.953,101.93,15.62
471,46.29,128.81,304.61,190.67,218.55,29.6,23.8,64.8,195.8,150.8,218.5,219.2,0.2,0.18,0.18,0.2,0.19,0.29,90.7,95.4,56,92.8,97,66.8,210,193.6,230.6,216.4,10000,274.84695,254.1791,445.712,627.69,5.08412,148.796,97.8516,15.59
472,46.07,130.07,224.488,191.14,218.83,29.1,22.5,67.2,196.4,153.6,218,224.5,0.2,0.18,0.16,0.21,0.2,0.29,92,97.1,57.8,94.2,99,66.9,213.6,193.7,230.4,215.8,10000,276.08279,256.3394,480.153,568.81,5.00084,142.947,94.4571,15.56
473,45.84,131.32,266.488,192.25,220.72,29.4,23.9,67.4,197.1,152.7,220.5,222.9,0.2,0.18,0.17,0.21,0.19,0.31,92.1,96.7,57.7,94.2,98,68.2,210.4,195,232.2,218.5,10000,276.39733,257.4928,475.074,558.363,5.04389,137.44,90.1888,15.53
474,45.6,132.56,113.244,191.46,220.03,29.5,24.6,65.4,196,153.4,219.9,221,0.2,0.18,0.16,0.21,0.2,0.31,92.7,97,58.1,94.3,97.6,69.4,209.2,194,231.3,218.2,9918,276.86664,257.9931,488.645,574.939,6.27022,136.205,79.1288,15.5
489,45.67,83.05,1541.38,191.62,213.6,22.2,20.2,40.5,193.5,169.5,214,209.4,0.17,0.16,0.22,0.15,0.14,0.21,86.4,87.6,73.4,86.1,87.5,72.4,198.1,192.6,218.9,212.9,9832,274.37385,257.0438,385.416,312.979,8.47873,125.043,55.0451,15.51
490,45.86,84.32,1052.88,191.52,215.44,24.5,22.1,46.8,193.5,168.3,215.4,215.7,0.16,0.15,0.17,0.15,0.15,0.19,85.7,86.5,76.5,84,84.8,75.9,198.9,192.6,221.6,214.1,10000,277.65662,258.7945,512.649,209.832,4.715,135.985,60.2957,15.53
491,46.04,85.58,466.048,191.99,214.62,23.5,21.2,45.9,193.8,169.7,214.5,215.3,0.16,0.15,0.16,0.14,0.14,0.17,85.7,86.8,72.2,85.1,86.2,73.8,200.1,192.8,219.7,213.5,10000,281.09139,261.5678,645.421,124.947,3.04457,141.263,52.5401,15.56
492,46.21,86.86,567.619,188.86,213.37,25.2,23.1,41.6,192.1,159.7,215.1,199.7,0.17,0.16,0.16,0.15,0.14,0.19,84.1,86.2,65.3,82.5,84.9,64.5,195.6,191.5,215.1,215.1,10000,280.07046,261.3988,603.555,130.24,3.54492,135.896,45.0754,15.58
493,46.37,88.14,675.463,189.23,213.64,24.1,22,40.7,192.2,162.6,215.1,201.8,0.16,0.15,0.17,0.15,0.14,0.2,88,90.2,69.2,85.9,88.6,66.4,193.3,192,215.5,215,10000,278.51266,259.3355,563.371,155.792,5.6339,138.886,34.817,15.6
494,46.52,89.43,954.349,191.19,213.1,22.6,20.4,41.1,193.8,164.7,214.1,203.7,0.16,0.15,0.19,0.14,0.13,0.21,87.2,89,69.7,86.5,88.8,67.4,196.8,193.3,217.7,213.5,10000,276.62062,257.0863,493.356,168.222,6.87116,140.58,33.6891,15.62
495,46.65,90.72,1976,191.46,213.37,22.9,20.6,41.9,194.1,164.9,214.3,204.7,0.16,0.14,0.2,0.14,0.13,0.22,87.7,89.6,70.8,86.7,88.9,68.4,197.7,193.5,217.8,213.7,6720,273.566164,255.579,331.599,162.468,4.31915,130.859,58.2776,15.64
517,46.62,119.59,1048.88,194.19,218.77,25.4,22.1,56.9,196.9,161.2,218.5,221.9,0.17,0.15,0.18,0.15,0.14,0.23,93.2,95.3,69.1,92.3,94.6,70.4,208,195.2,225.7,217.2,6615,271.51995,252.0931,323.744,423.757,4.43804,143.349,105.455,15.63
518,46.48,120.88,751.535,193.19,219.28,26.6,22.5,64,196.2,156.3,218.7,225.3,0.17,0.15,0.18,0.17,0.15,0.26,92.7,95.1,65.8,91.7,94.4,67.2,208.9,194.1,227.5,217.1,10000,273.679579,254.873,381.949,449.877,3.63035,139.02,112.04,15.61
519,46.33,122.17,335.643,193.45,219.16,26.2,22.2,64,196.4,156.3,218.6,225.3,0.17,0.15,0.18,0.17,0.16,0.26,93,95.4,65.8,92.2,94.8,67.2,208.1,194.6,226,217.3,10000,276.61242,257.9165,484.124,431.147,2.16612,138.191,119.61,15.59
520,46.17,123.45,140.19,194.31,218.89,24.9,20.9,64.4,197.3,156.8,218.3,225,0.18,0.16,0.17,0.17,0.16,0.25,95.1,97.6,66.6,95.5,98.1,69.5,209.1,195.2,226.1,216.7,10000,277.90244,258.7655,534.832,403.162,1.1225,140.816,118.092,15.57
521,46,124.72,136.952,199.49,221.07,20.8,19.1,60.3,200.7,166,220.9,227.6,0.19,0.18,0.24,0.18,0.17,0.34,102.7,103.8,75.7,104.7,105.7,81.4,212,197.8,229.4,218.5,10000,277.44701,257.7903,530.917,431.759,1.98445,143.558,114.594,15.55
522,45.82,125.99,149.195,194.61,219.53,25.3,21.8,62.9,198.3,143.7,220.2,209,0.21,0.19,0.19,0.19,0.17,0.42,97.4,100.6,59.6,99.6,102.7,65.9,209,195.5,228.4,217.9,10000,276.78942,256.5056,520.815,514.096,3.26534,147.224,108.316,15.53
523,45.63,127.25,223.951,190.38,217.95,28,22.9,64.5,194.9,149.9,218,217.7,0.2,0.18,0.15,0.2,0.18,0.31,92.2,96.3,57.1,95.1,99.1,65.7,208.8,192.3,229.4,215.5,10000,275.93084,255.6062,488.712,610.023,4.80177,146.557,101.732,15.5
524,45.42,128.5,285.071,190.74,218.3,28.6,23.2,66.8,195.1,152.7,217.8,222.6,0.2,0.18,0.15,0.2,0.19,0.28,91.6,95.6,57.9,94.4,98.3,66.3,210.2,193.1,228.7,216.1,10000,275.47488,255.3285,462.644,641.959,5.29612,145.067,97.0454,15.47
525,45.21,129.75,501.571,191.69,219.28,28.3,22.8,70.1,196.2,149.2,218.9,222.8,0.2,0.18,0.15,0.2,0.18,0.3,92.4,96.2,58.7,95.5,99.2,67.5,210.7,194.1,228,217.3,10000,275.27928,256.0121,437.907,600.703,4.81978,139.634,93.9728,15.45
526,44.98,130.98,396.128,192.31,221.37,29.8,23.9,71,197.2,151.5,220.7,226.3,0.21,0.19,0.16,0.21,0.2,0.27,93.6,97.8,60.5,94.2,97.9,67.9,211,195.2,233,218.8,7852,276.21377,257.9254,460.188,566.789,5.16001,133.3,89.7234,15.42
540,44.39,80.86,1780.49,187.23,212.06,24.7,22.2,45,189.4,164.9,212.2,210.9,0.19,0.18,0.21,0.16,0.15,0.23,84.2,86,67.3,84.2,86,69.3,189,189.5,214.6,211.6,8769,275.63711,260.0621,377.943,389.307,12.5636,111.886,46.0978,15.34
541,44.6,82.09,1077.45,188.94,212.4,23.2,20.9,43.4,190.9,168.3,212.5,211.3,0.18,0.17,0.2,0.16,0.15,0.21,85.1,87,67.1,84.3,86.3,66.9,188.7,191.4,211.6,212.7,10000,277.47602,259.9593,493.707,270.012,7.24055,124.282,51.472,15.37
542,44.8,83.33,555.39,191.01,213.43,22.8,21,40,192.7,170.7,213.7,210.9,0.18,0.17,0.22,0.15,0.15,0.21,86.3,87.5,73.7,86,87.4,72.5,197.4,191.7,218,212.6,10000,280.40794,260.6331,617.571,146.863,4.84128,139.522,43.7117,15.39
543,44.99,84.58,363.35,190.5,213.79,23.3,20.7,47.4,192.5,167.1,213.6,215.3,0.18,0.17,0.22,0.16,0.15,0.22,84.7,86,70.5,84.6,86.1,69.8,193,192.4,214.3,213.4,10000,282.17952,261.4412,707.777,130.068,3.99495,146.762,45.1936,15.42
544,45.17,85.83,322.171,190.61,213.23,21.9,19.7,43.3,192.8,164.2,213.7,207.7,0.17,0.16,0.18,0.15,0.15,0.22,86.4,87.8,69.3,86.7,88.2,71.7,193.9,192.4,212,214.3,10000,282.53237,262.4626,726.224,122.019,3.33471,143.596,46.1725,15.44
545,45.33,87.09,452.214,189.41,213.15,23,20.7,41.6,192.3,162,214.4,202.3,0.18,0.17,0.17,0.16,0.15,0.21,84.1,86.1,65.5,84.1,86.2,66.8,195,191.6,213.2,214.8,10000,281.1786,261.9048,665.656,144.681,4.47889,139.229,39.0861,15.46
